market,funding_total_usd,status,status_binary,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,SUM_funding_total_usd
 News ," 17,50,000 ",acquired,not_operating,USA,NY,New York City,New York,1,6/1/12,6,Q2,2012,6/30/12,6/30/12,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000
 Tourism ,"60,000",operating,operating,USA,TX,Dallas,Fort Worth,2,1/1/14,1,Q1,2014,8/17/14,9/26/14,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
 Health and Wellness ," 17,50,000 ",operating,operating,USA,NJ,Newark,Iselin,1,1/1/84,1,Q1,1984,3/2/11,3/2/11,0,0,0,0,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000
 E-Commerce ," 20,50,000 ",operating,operating,USA,MD,Baltimore,Woodbine,4,1/1/01,1,Q1,2001,6/18/09,12/28/11,0,0,0,0,0,2050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050000
 Search ,"40,000",operating,operating,USA,OR,"Portland, Oregon",Lake Oswego,1,1/1/08,1,Q1,2008,8/23/11,8/23/11,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
 Curated Web ," 25,35,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,2,7/1/10,7,Q3,2010,1/1/10,2/16/11,15000,2520000,0,0,0,0,0,0,0,0,0,0,0,2520000,0,0,0,0,0,0,0,5055000
 Curated Web ," 49,62,651 ",operating,operating,USA,WA,Seattle,Bellevue,6,1/1/08,1,Q1,2008,10/14/09,9/19/14,0,3814772,0,0,0,1147879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4962651
 Health Care Information Technology ," 4,20,000 ",operating,operating,USA,WI,Madison,Madison,1,7/4/14,7,Q3,2014,11/26/14,11/26/14,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000
 Analytics ," 12,50,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,2,9/16/11,9,Q3,2011,11/2/11,11/30/11,750000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000
 Software ," 3,50,00,000 ",operating,operating,USA,NY,New York City,New York,1,1/1/00,1,Q1,2000,3/8/10,3/8/10,0,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000
 Curated Web ,"50,000",closed,not_operating,USA,OH,Cleveland,Cleveland,1,4/1/09,4,Q2,2009,4/1/09,4/1/09,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Biotechnology ," 30,00,000 ",operating,operating,USA,CA,SF Bay Area,Oakland,1,1/1/12,1,Q1,2012,11/7/12,11/7/12,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
 Software ,"77,500",operating,operating,USA,MA,Boston,Lexington,1,1/1/10,1,Q1,2010,10/12/11,10/12/11,0,0,0,0,0,77500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77500
 Pharmaceuticals ," 7,94,000 ",operating,operating,USA,RI,Providence,Providence,6,10/7/11,10,Q4,2011,2/6/12,1/1/14,69000,0,0,0,0,0,500000,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,794000
 Manufacturing ," 6,64,50,000 ",operating,operating,USA,MA,Boston,Bedford,8,1/1/07,1,Q1,2007,3/27/08,12/12/13,0,63450000,0,0,0,0,0,3000000,0,0,0,0,0,12400000,28400000,17500000,0,0,0,0,0,124750000
 Advertising ," 55,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,1/11/10,1,Q1,2010,7/1/09,4/28/11,0,5500000,0,0,0,0,0,0,0,0,0,0,0,3000000,2500000,0,0,0,0,0,0,11000000
 Entertainment ," 5,00,000 ",operating,operating,USA,CA,Los Angeles,Santa Monica,1,1/1/10,1,Q1,2010,5/5/10,5/5/10,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Software ," 34,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,3,5/1/11,5,Q2,2011,1/1/12,10/2/14,2200000,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400000
 Software ," 1,99,957 ",operating,operating,USA,WA,Seattle,Seattle,1,1/1/06,1,Q1,2006,6/11/09,6/11/09,0,199957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199957
 Games ,"50,000",operating,operating,USA,FL,Orlando,Lake Mary,1,5/15/09,5,Q2,2009,6/1/09,6/1/09,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Software ," 1,40,00,000 ",acquired,not_operating,USA,MA,Boston,Bedford,1,1/1/90,1,Q1,1990,4/16/02,4/16/02,0,14000000,0,0,0,0,0,0,0,0,0,0,0,14000000,0,0,0,0,0,0,0,28000000
 E-Commerce ,"50,000",closed,not_operating,USA,CA,"Orange County, California",Santa Ana,1,6/30/08,6,Q2,2008,6/30/08,6/30/08,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Software ," 14,50,000 ",operating,operating,USA,WA,Seattle,Seattle,1,1/1/10,1,Q1,2010,4/22/13,4/22/13,0,1450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450000
 Health and Wellness ," 3,00,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/02,1,Q1,2002,3/21/13,3/21/13,0,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,0,60000000
 Social Media ," 5,00,000 ",operating,operating,USA,NH,"Manchester, New Hampshire",Hampton Falls,1,1/1/11,1,Q1,2011,8/5/13,8/5/13,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Manufacturing ,"30,000",operating,operating,USA,TX,Houston,Houston,1,10/1/11,10,Q4,2011,12/20/11,12/20/11,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
 E-Commerce ," 11,70,00,000 ",operating,operating,USA,NY,New York City,New York,4,1/1/01,1,Q1,2001,11/3/11,1/24/14,0,57000000,0,60000000,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,132000000
 E-Commerce ," 7,50,000 ",operating,operating,USA,NY,"Albany, New York",Saratoga Springs,1,8/1/09,8,Q3,2009,10/1/12,10/1/12,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000
 Enterprise Software ," 15,00,000 ",operating,operating,USA,CA,SF Bay Area,San Jose,2,12/1/11,12,Q4,2011,7/2/13,12/1/13,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,3000000
 Biotechnology ," 1,50,000 ",operating,operating,USA,MD,"Washington, D.C.",Rockville,1,5/1/00,5,Q2,2000,9/25/12,9/25/12,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
 News ," 4,10,00,000 ",operating,operating,USA,GA,Atlanta,Atlanta,5,1/1/08,1,Q1,2008,8/5/10,7/19/13,0,35700000,0,0,0,5300000,0,0,0,0,0,0,0,2500000,0,0,26000000,0,0,0,0,69500000
 Art ," 28,00,000 ",operating,operating,USA,NY,New York City,New York,2,9/1/07,9,Q3,2007,10/1/09,8/1/10,0,2800000,0,0,0,0,0,0,0,0,0,0,0,2800000,0,0,0,0,0,0,0,5600000
 Big Data ," 50,50,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/13,1,Q1,2013,11/17/13,11/17/13,0,5050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050000
 Biotechnology ," 1,50,34,750 ",operating,operating,USA,NY,NY - Other,Clarence,6,1/1/98,1,Q1,1998,12/28/10,9/18/14,0,12528500,0,0,0,2506250,0,0,0,0,0,0,0,2428500,0,0,0,0,0,0,0,17463250
 Biotechnology ," 11,19,49,900 ",operating,operating,USA,CA,SF Bay Area,Mountain View,6,4/1/06,4,Q2,2006,5/1/07,7/29/14,0,110549900,0,0,0,0,0,1400000,0,0,0,0,0,9000000,12600000,31000000,57949900,0,0,0,0,222499800
 Blogging Platforms ,"50,000",operating,operating,CAN,ON,Toronto,Toronto,1,6/1/11,6,Q2,2011,8/15/11,8/15/11,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Social Fundraising ," 4,00,000 ",operating,operating,USA,IL,Chicago,Willowbrook,1,8/1/07,8,Q3,2007,5/1/14,5/1/14,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000
 Clean Technology ," 1,60,00,000 ",operating,operating,USA,MD,Salisbury,Cambridge,1,1/1/10,1,Q1,2010,8/16/10,8/16/10,0,16000000,0,0,0,0,0,0,0,0,0,0,0,16000000,0,0,0,0,0,0,0,32000000
 Software ,"50,000",closed,not_operating,USA,NY,"Rochester, New York",Rochester,1,1/1/10,1,Q1,2010,5/24/11,5/24/11,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Software ," 2,00,000 ",operating,operating,USA,IN,Indianapolis,Indianapolis,1,1/1/12,1,Q1,2012,9/1/12,9/1/12,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
 E-Commerce ," 1,18,000 ",closed,not_operating,USA,CO,Denver,Boulder,1,7/25/12,7,Q3,2012,5/17/12,5/17/12,118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118000
 Software ," 58,44,811 ",operating,operating,USA,CA,SF Bay Area,Palo Alto,1,1/1/08,1,Q1,2008,10/28/13,10/28/13,0,5844811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5844811
 Software ," 67,85,876 ",operating,operating,CAN,ON,Toronto,Toronto,1,1/1/08,1,Q1,2008,8/25/10,8/25/10,0,6785876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6785876
 Software ," 2,50,000 ",operating,operating,USA,CA,SF Bay Area,San Pablo,1,12/1/11,12,Q4,2011,11/10/13,11/10/13,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
 Software ," 2,75,000 ",operating,operating,USA,TX,Dallas,Plano,1,1/1/08,1,Q1,2008,4/9/10,4/9/10,0,0,0,0,0,0,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000
 Software ," 8,50,00,000 ",acquired,not_operating,USA,IA,Cedar Rapids,Cedar Rapids,1,2/15/98,2,Q1,1998,3/30/05,3/30/05,0,0,0,0,0,0,0,0,85000000,0,0,0,0,0,0,0,0,0,0,0,0,85000000
 Corporate IT ," 3,76,44,420 ",operating,operating,USA,WA,Seattle,Seattle,4,1/1/10,1,Q1,2010,12/6/11,10/14/14,0,37644420,0,0,0,0,0,0,0,0,0,0,0,0,0,33000000,0,0,0,0,0,70644420
 Mobile Social ,"58,000",operating,operating,USA,VT,VT - Other,Williston,1,12/26/11,12,Q4,2011,4/12/12,4/12/12,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000
 Advertising ,"6,000",operating,operating,USA,CA,Sacramento,Elk Grove,1,9/13/13,9,Q3,2013,9/13/14,9/13/14,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
 Software ," 9,58,75,000 ",operating,operating,USA,MD,Baltimore,Hanover,6,1/1/08,1,Q1,2008,3/25/09,10/21/13,2275000,93600000,0,0,0,0,0,0,0,0,0,0,0,10000000,20000000,32500000,31100000,0,0,0,0,189475000
 Navigation ,"80,000",operating,operating,CAN,BC,Vancouver,Vancouver,1,1/25/12,1,Q1,2012,6/1/11,6/1/11,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
 Biotechnology ," 7,80,89,000 ",operating,operating,USA,CA,SF Bay Area,Menlo Park,4,3/1/07,3,Q1,2007,7/10/09,6/21/13,0,78089000,0,0,0,0,0,0,0,0,0,0,0,0,30000000,20000000,0,0,0,0,0,128089000
 Photography ,"25,000",operating,operating,USA,NJ,Newark,Clifton,1,4/1/13,4,Q2,2013,5/20/13,5/20/13,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
 Finance ," 5,00,000 ",operating,operating,USA,IL,Chicago,Chicago,1,1/23/13,1,Q1,2013,9/16/14,9/16/14,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Advertising ," 2,56,54,560 ",operating,operating,USA,NY,New York City,New York,5,9/1/07,9,Q3,2007,2/6/09,7/19/12,750000,24904560,0,0,0,0,0,0,0,0,0,0,0,1284560,9000000,13100000,0,0,0,0,0,49039120
 Consumer Electronics ," 1,78,00,000 ",operating,operating,USA,PA,Pittsburgh,Pittsburgh,1,1/1/98,1,Q1,1998,8/11/14,8/11/14,0,17800000,0,0,0,0,0,0,0,0,0,0,0,0,17800000,0,0,0,0,0,0,35600000
 Biotechnology ," 10,00,000 ",operating,operating,USA,GA,Atlanta,Atlanta,2,1/1/05,1,Q1,2005,11/1/11,1/1/13,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,2000000
 Software ," 76,50,000 ",operating,operating,CAN,ON,Toronto,Whitby,1,1/1/08,1,Q1,2008,1/15/13,1/15/13,0,7650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7650000
 Artificial Intelligence ," 41,00,000 ",operating,operating,CAN,ON,Ottawa,Ottawa,2,7/1/07,7,Q3,2007,4/20/12,8/18/13,0,4100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100000
 Services ," 1,60,00,000 ",operating,operating,USA,CA,SF Bay Area,Emeryville,1,1/1/12,1,Q1,2012,9/10/14,9/10/14,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,16000000,0,0,0,0,0,0,32000000
 Bitcoin ,"25,000",operating,operating,USA,CA,SF Bay Area,Sunnyvale,1,1/1/14,1,Q1,2014,3/15/14,3/15/14,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
 Mobile ," 16,00,000 ",operating,operating,USA,MA,Boston,Quincy,1,1/1/10,1,Q1,2010,1/13/12,1/13/12,0,0,0,0,0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000
 Electronic Health Records ," 5,00,000 ",closed,not_operating,USA,MA,Boston,West Roxbury,2,6/23/10,6,Q2,2010,6/23/10,6/1/11,250000,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000
 Customer Service ," 57,40,000 ",operating,operating,USA,MD,"Washington, D.C.",Rockville,2,1/1/05,1,Q1,2005,1/14/13,3/4/14,0,4200000,0,0,1540000,0,0,0,0,0,0,0,0,0,4200000,0,0,0,0,0,0,9940000
 Biotechnology ," 14,65,000 ",operating,operating,USA,MI,Detroit,Ann Arbor,1,1/1/10,1,Q1,2010,2/5/13,2/5/13,1465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465000
 Enterprise Software ,"28,000",operating,operating,USA,CA,SF Bay Area,San Francisco,1,3/1/13,3,Q1,2013,11/10/13,11/10/13,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000
 Games ," 5,03,000 ",closed,not_operating,USA,FL,Orlando,Longwood,2,1/1/11,1,Q1,2011,6/22/11,3/21/13,0,503000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503000
 3D ," 12,00,000 ",operating,operating,USA,OH,Cincinnati,Cincinnati,2,1/1/11,1,Q1,2011,3/1/12,3/1/13,350000,0,0,0,0,0,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000
 Drones ," 3,50,00,000 ",operating,operating,USA,CA,San Diego,San Diego,3,1/1/09,1,Q1,2009,11/5/12,9/16/14,0,35000000,0,0,0,0,0,0,0,0,0,0,0,5000000,30000000,0,0,0,0,0,0,70000000
 Software ," 9,09,940 ",operating,operating,USA,MN,Minneapolis,Minneapolis,3,1/1/10,1,Q1,2010,1/21/11,7/25/13,0,909940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909940
 Software ," 16,95,00,000 ",operating,operating,USA,SC,SC - Other,Rock Hill,3,1/1/86,1,Q1,1986,1/15/14,10/13/14,0,19500000,0,0,0,0,0,0,0,0,150000000,0,0,0,0,0,0,0,0,0,0,169500000
 Hardware + Software ," 1,50,000 ",operating,operating,USA,MI,Detroit,Ann Arbor,1,1/1/09,1,Q1,2009,12/3/12,12/3/12,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
 E-Commerce ," 4,00,000 ",operating,operating,USA,CA,SF Bay Area,Redwood City,1,2/6/09,2,Q1,2009,10/12/14,10/12/14,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000
 E-Commerce ," 12,50,000 ",operating,operating,USA,FL,Ft. Lauderdale,Lauderhill,1,5/1/97,5,Q2,1997,1/1/10,1/1/10,0,0,0,0,0,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000
 Health and Wellness ," 7,50,000 ",operating,operating,USA,NY,New York City,New York,1,11/1/09,11,Q4,2009,8/16/13,8/16/13,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000
 Music ," 2,00,00,000 ",operating,operating,USA,WA,Seattle,Seattle,1,1/1/03,1,Q1,2003,4/5/06,4/5/06,0,20000000,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,40000000
 Messaging ," 40,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/05,1,Q1,2005,7/1/07,7/1/07,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,8000000
 Web Hosting ," 6,50,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,Santa Clara,3,6/1/04,6,Q2,2004,1/1/05,9/22/08,0,65000000,0,0,0,0,0,0,0,0,0,0,0,10000000,20000000,35000000,0,0,0,0,0,130000000
 Software ," 2,59,20,000 ",operating,operating,USA,VA,"Washington, D.C.",Fairfax,4,8/1/06,8,Q3,2006,1/29/10,6/6/13,0,22520000,0,0,0,3400000,0,0,0,0,0,0,0,12000000,0,0,0,0,0,0,0,37920000
 Software ," 10,11,601 ",operating,operating,USA,MA,Boston,Cambridge,3,1/1/07,1,Q1,2007,2/8/10,10/21/11,50000,961601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011601
 Biotechnology ," 3,90,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,3,1/1/11,1,Q1,2011,8/31/11,7/16/13,40000,0,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,390000
 Software ," 20,00,000 ",operating,operating,USA,TX,Austin,Austin,1,1/1/08,1,Q1,2008,8/19/11,8/19/11,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000
 Software ," 10,00,000 ",operating,operating,USA,CA,SF Bay Area,Santa Clara,1,8/15/13,8,Q3,2013,9/1/14,9/1/14,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Clean Technology ," 1,50,00,000 ",acquired,not_operating,USA,WA,Seattle,Seattle,3,1/1/99,1,Q1,1999,9/5/07,2/25/10,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,17000000
 Security ," 5,65,67,194 ",operating,operating,USA,CA,SF Bay Area,San Francisco,6,1/1/02,1,Q1,2002,1/17/06,10/4/13,0,53000000,0,0,0,3567194,0,0,0,0,0,0,0,5000000,10000000,9000000,12000000,17000000,0,0,0,109567194
 Flash Storage ," 33,93,925 ",operating,operating,USA,OH,"Columbus, Ohio",Columbus,2,11/1/07,11,Q4,2007,2/20/08,5/26/10,0,3393925,0,0,0,0,0,0,0,0,0,0,0,1700000,0,0,0,0,0,0,0,5093925
 E-Commerce ," 22,34,979 ",operating,operating,USA,WA,WA - Other,Stevenson,5,4/1/09,4,Q2,2009,7/1/11,7/26/13,25000,1959979,0,0,0,250000,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,3234979
 Machine Learning ,"81,000",operating,operating,USA,CA,San Diego,San Diego,1,1/1/14,1,Q1,2014,10/22/14,10/22/14,0,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000
 Entrepreneur ," 10,50,000 ",operating,operating,USA,GA,Atlanta,Atlanta,3,1/23/08,1,Q1,2008,4/1/08,6/1/10,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000
 Messaging ," 7,50,000 ",operating,operating,USA,MD,Baltimore,Baltimore,1,1/1/10,1,Q1,2010,7/11/11,7/11/11,0,750000,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,1500000
 Security ," 3,80,64,570 ",acquired,not_operating,USA,CA,SF Bay Area,San Jose,4,1/1/04,1,Q1,2004,5/8/06,4/11/12,0,38064570,0,0,0,0,0,0,0,0,0,0,0,0,11200000,10070000,13000000,0,0,0,0,72334570
 Enterprise Software ," 8,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,2,1/1/13,1,Q1,2013,2/21/13,5/16/14,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000
 Software ," 10,00,000 ",operating,operating,USA,GA,Atlanta,Tucker,1,1/1/04,1,Q1,2004,6/15/10,6/15/10,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
 Commercial Real Estate ," 1,74,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,4,1/1/11,1,Q1,2011,9/1/11,1/31/13,400000,17000000,0,0,0,0,0,0,0,0,0,0,0,5000000,12000000,0,0,0,0,0,0,34400000
 Biotechnology ," 3,79,56,999 ",operating,operating,USA,MA,Boston,Watertown,3,1/1/11,1,Q1,2011,2/14/12,4/12/13,0,32956999,0,0,0,5000000,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0,52956999
 Games ," 4,50,000 ",operating,operating,USA,NY,Long Island,Smithtown,1,5/1/91,5,Q2,1991,8/15/14,8/15/14,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
 Clean Technology ,"20,900",operating,operating,USA,SC,Myrtle Beach,Conway,1,1/1/05,1,Q1,2005,10/7/13,10/7/13,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20900
 Mobile ," 33,78,975 ",operating,operating,USA,VA,"Washington, D.C.",Herndon,1,1/1/05,1,Q1,2005,12/12/11,12/12/11,0,0,0,0,0,0,0,0,3378975,0,0,0,0,0,0,0,0,0,0,0,0,3378975
 Cloud Computing ," 94,16,354 ",acquired,not_operating,USA,CA,SF Bay Area,Sunnyvale,6,1/1/06,1,Q1,2006,8/1/06,2/3/10,0,9146354,0,0,270000,0,0,0,0,0,0,0,0,2850000,1000000,500000,0,0,0,0,0,13766354
 Advertising ," 7,02,88,000 ",operating,operating,USA,CA,SF Bay Area,San Mateo,8,1/1/04,1,Q1,2004,3/1/05,8/1/14,0,64288000,0,0,0,6000000,0,0,0,0,0,0,0,0,0,8000000,24000000,8000000,0,0,0,110288000
 Hardware + Software ," 6,00,00,000 ",operating,operating,USA,PA,Pittsburgh,Pittsburgh,4,1/1/05,1,Q1,2005,6/17/05,9/10/14,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000
 Kids ,"50,000",operating,operating,USA,CA,SF Bay Area,Stanford,1,1/1/12,1,Q1,2012,8/26/13,8/26/13,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Biotechnology ," 70,00,000 ",operating,operating,USA,MA,Boston,Waltham,1,1/1/11,1,Q1,2011,12/21/11,12/21/11,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0,0,0,0,0,0,7000000
 Software ," 2,50,000 ",operating,operating,USA,NC,Raleigh,Morrisville,1,1/1/04,1,Q1,2004,7/14/10,7/14/10,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
 Software ," 4,40,000 ",operating,operating,USA,NY,New York City,New York,2,1/1/12,1,Q1,2012,3/29/12,1/8/13,0,0,0,0,0,0,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440000
 Consumer Electronics ," 1,80,000 ",operating,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,7/23/13,7,Q3,2013,2/20/14,2/20/14,0,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
 E-Commerce ," 1,29,00,000 ",acquired,not_operating,USA,CA,SF Bay Area,San Francisco,6,1/1/10,1,Q1,2010,12/15/09,3/12/13,1400000,9500000,0,0,0,2000000,0,0,0,0,0,0,0,4500000,5000000,0,0,0,0,0,0,22400000
 Photography ," 93,25,000 ",operating,operating,CAN,ON,Toronto,Toronto,2,10/1/09,10,Q4,2009,6/3/11,8/7/13,525000,8800000,0,0,0,0,0,0,0,0,0,0,0,8800000,0,0,0,0,0,0,0,18125000
 Technology ," 61,00,000 ",operating,operating,USA,WA,Seattle,Seattle,2,1/1/08,1,Q1,2008,11/12/13,11/17/14,0,0,0,0,0,0,0,0,0,6100000,0,0,0,0,0,0,0,0,0,0,0,6100000
 Video ," 1,28,00,000 ",acquired,not_operating,USA,NY,New York City,New York,3,1/1/07,1,Q1,2007,4/1/07,7/23/09,0,12500000,0,0,0,0,300000,0,0,0,0,0,0,5000000,7500000,0,0,0,0,0,0,25300000
 Software ,"50,000",operating,operating,USA,CO,Denver,Boulder,1,1/1/06,1,Q1,2006,5/14/13,5/14/13,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Distribution ," 2,50,000 ",operating,operating,USA,NY,New York City,New York,1,7/4/12,7,Q3,2012,9/2/12,9/2/12,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000
 Mobile ," 70,00,000 ",operating,operating,USA,CA,SF Bay Area,San Francisco,1,1/1/08,1,Q1,2008,6/13/08,6/13/08,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0,14000000
 Mobile Games ," 30,00,000 ",operating,operating,USA,CA,Sacramento,Roseville,1,1/1/09,1,Q1,2009,7/16/14,7/16/14,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
 Internet Marketing ," 1,71,29,760 ",acquired,not_operating,USA,WA,Seattle,Seattle,4,1/1/09,1,Q1,2009,6/17/09,11/10/10,0,15302260,0,0,0,1827500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17129760
 Curated Web ," 1,00,000 ",operating,operating,USA,CA,SF Bay Area,Mountain View,1,10/1/10,10,Q4,2010,10/1/10,10/1/10,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
